Date,BTC-USD,ETH-USD,USDT-USD,BNB-USD,USDC-USD,XRP-USD,BUSD-USD,ADA-USD,DOGE-USD,MATIC-USD,Total Crypto Volume,FTSE 100 Volume
2022-08-15,35123501685,20349931313,57703388667,1141553086,7302904711,1046905199,6209795580,876107175,855017472,560505268,131169610156,460509300.0
2022-08-16,27753685646,15637578930,46945222159,963072351,6162980451,930440616,5601078041,734187541,1947377918,404175969,107079799622,514362800.0
2022-08-17,30931623076,20308508124,53355167557,1111784114,6429626031,1408497181,5804551198,1035477916,996272861,474243132,121855751190,505660900.0
2022-08-18,23747613147,14999352229,43149679443,1041814513,5259309739,927786270,4491889715,642877241,621394159,377740073,95259456529,606626300.0
2022-08-19,40509610260,25906358731,64302127382,1598319492,7104084896,1645536381,7543538943,1294433367,965543533,733235258,151602788243,726312000.0
2022-08-20,27595671000,18334580263,64302127382,1315367730,7104084896,848212364,4443917854,792647751,537299425,504568039,125778476704,
2022-08-21,23102307723,15849221752,45699064002,1249205607,5446317941,835616993,4140857537,616272980,421455865,398602156,97758922556,
2022-08-22,31666498758,18557078599,51710064329,1463703478,5446317941,1001511240,4859670365,722091304,453413439,393663565,116274013018,575411700.0
2022-08-23,31878280659,18322041914,52978066914,1034959891,5446317941,930696331,4782594109,562953519,335476543,381832173,116653219994,673045500.0
2022-08-24,31962253368,16780932907,48708536003,935405757,7342467396,957472562,4859837991,494717036,345474347,322771599,112709868966,579010600.0
2022-08-25,31028679593,14818795695,45854093190,973529233,7247298408,970585823,4230243446,525337287,469798193,287070102,106405430970,438562000.0
2022-08-26,42326789564,26713710143,62406193046,1210077085,9023777773,1653482688,10264830869,1299179883,620512451,598910538,156117464040,627296800.0
2022-08-27,30116729776,18120831899,43316381517,962669292,12367955268,920820399,5418792299,733099946,380887727,494847400,112833015523,
2022-08-28,24366810591,12823572918,34337927087,758285305,6479740107,596573621,3901333042,519341943,295086067,416300398,84494971079,
2022-08-29,32637854078,17965837488,45837060552,1009161525,8146241733,980137287,5680701100,587946527,315005254,471278672,113631224216,
2022-08-30,34483360283,21835784470,50170084207,979620743,6564730413,948448428,7193385316,640051711,328934727,444772792,123589173090,1120430700.0
2022-08-31,33225232872,20591680941,48405934722,952486877,5586800452,882676752,7506760903,521553602,309748693,424995293,118407871107,1154010300.0
2022-09-01,30182031010,16434276817,44702355872,954919263,5070758690,875126154,7713153850,582859437,328765413,576674842,107420921348,746248100.0
2022-09-02,29123998928,17708478709,44468235183,807053745,4800544392,899373528,6970190867,525812957,273453013,503166473,106080307795,820948300.0
2022-09-03,23613051457,9516825994,30873646175,490102253,5057166378,473116925,4080792726,778592386,297123402,287161411,75467579107,
2022-09-04,25245861652,8884144998,31495577330,512014471,6332291606,431905800,4345105641,907968827,250044436,264242142,78669156903,
2022-09-05,28813460025,13060541168,39598045837,665273781,6182567826,761048973,6960859086,646475147,231918999,290591111,97210781953,670793100.0
2022-09-06,43403978910,22946059125,64015343588,1173656468,7323352432,1337360825,10063711703,982012136,471485708,601374311,152318335206,836364000.0
2022-09-07,35239757134,19560363854,52755357561,963734560,5925798240,1128804315,9439836894,693147052,324781387,416321463,126447902460,1176357500.0
2022-09-08,32194477850,17621046717,49640976411,870477242,5599051311,1065222913,9877119980,647768733,268099702,358768227,118143009086,676276000.0
2022-09-09,48469528171,20242323690,70683518131,1139680146,7486756055,1487790472,14598870317,858927416,487988732,441662237,165897045367,703941600.0
2022-09-10,36913738894,13130928217,53524443076,851195253,6034410916,851397394,9634577353,995666468,413101249,384193062,122733651882,
2022-09-11,34493951963,12464301922,47160062304,700835025,5285353049,650515883,8265336407,705305295,327741964,282903791,110336307603,
2022-09-12,50212088965,17688391310,66834639114,998624528,6603561164,1077587297,11986192446,856809100,383630739,676653496,157318178159,903301500.0
2022-09-13,51091116622,23066821734,71413926112,1136956066,7447771857,1443625685,13203751025,1004511415,461644993,708971458,170979096967,712367700.0
2022-09-14,37872380889,17897150206,55170613417,956413768,5785823308,1227835854,9927670952,737527013,369554274,414726283,130359695964,1021172400.0
2022-09-15,36389011503,26946275878,60606622307,1080164338,7140693834,1521572444,10207015562,685227625,327176374,459779689,145363539554,843763100.0
2022-09-16,30123362273,16764804299,46290851147,803452434,5765020468,1375977237,8969002446,558761609,247011315,362934299,111261177527,2140678300.0
2022-09-17,24957448100,10798098671,34904822689,560951664,3630797018,1621592330,5929154239,511814025,209604119,214451443,83338734298,
2022-09-18,31254779144,15762284723,46056427438,789437105,4028540366,2485765138,7971539238,677522389,265405124,341411325,109633111990,
2022-09-19,40177002624,18712714223,56769197831,1074224923,5448220572,2788638051,9750460921,776470650,301268389,406203002,136204401186,
2022-09-20,36791346508,14722317220,50515394641,845702947,4922676526,3912067532,8134767274,544680283,294929293,319496345,121003378569,1046871600.0
2022-09-21,46363793975,20643507800,63560607050,1057177278,5956755763,3401100359,9583302363,1223771049,406017754,504388100,152700421491,1446128700.0
2022-09-22,41135767926,18461527259,54330130153,843345381,5233558179,4916275588,9067673459,762487961,241738855,385955163,135378459924,906687400.0
2022-09-23,38896078052,18771106339,58265731392,869618433,5282910708,7798770582,9334269253,1025328778,704823247,474826577,141423463361,982104000.0
2022-09-24,26149643168,12098209717,39015165939,818302597,3875334932,3512953969,7469401871,582129449,969527521,293756031,94784425194,
2022-09-25,23359966112,11802651633,35041309688,640533920,3878358168,3422191941,6699091780,528836100,367453955,258814984,85999208281,
2022-09-26,44148798321,16034549271,57810071895,716989161,3999499289,2916387564,8338776212,630690579,323710024,397177759,135316650075,1161459400.0
2022-09-27,58571439619,17870598937,71681603882,927431127,4795683665,2838537511,10212165464,683067297,337427597,478557757,168396512856,1223459100.0
2022-09-28,53071298734,18994979566,65738293663,857467325,4650658918,2670489294,9037378098,618645006,277399298,328893890,156245503792,1525149400.0
2022-09-29,41037843771,13796915736,52649004466,800888080,4102135594,3292742359,6906007418,533583651,229157795,305866877,123654145747,1165954500.0
2022-09-30,43975248085,14250100093,55223655589,905481572,4870470845,3780354931,7228359187,562475136,369084722,391076262,131556306422,1171310300.0
2022-10-01,18719537670,6227961237,27312920843,593375648,3108134491,1544057825,4401538576,317805815,347895211,178022048,62751249364,
2022-10-02,20765955327,7578351650,30109417396,556343468,2933405193,1524148633,4876227728,404886268,198168354,208719269,69155623286,
2022-10-03,30484729489,10153070907,40191505534,700566674,4449830981,1852548565,6430729201,454947649,195766522,344848867,95258544389,1216065800.0
2022-10-04,35887278685,10139774963,44505643606,794566055,3702781171,2192220219,6759645878,443212603,826424315,415206537,105666754032,1121827800.0
2022-10-05,33223790572,9774451820,41883470473,656837388,3648372214,2480530357,6621650545,442089311,606625264,401515889,99739333833,868625500.0
2022-10-06,34711412966,12033514861,43958843047,1010110227,4064924187,1913140571,6424323149,429115801,387962671,337167164,105270514644,995714800.0
2022-10-07,29227315390,10061619355,38019451874,952606066,3663387742,2627481992,5512939188,412845097,299717356,276562022,91053926082,807923600.0
2022-10-08,16437423167,5804676208,23441883205,604706997,2735745388,1771062053,3680625187,295762328,169254316,169195349,55110334198,
2022-10-09,16837262532,5486230123,22977760897,570350814,2260430910,1789206998,3456238969,280279986,158280272,164897204,53980938705,
2022-10-10,27425022774,8794491050,37843287016,655201928,3234465931,2359086772,6166681361,522186013,254559947,321110887,87576093679,918512600.0
2022-10-11,28711532910,9274845260,38468219592,584301468,3635935332,2303743073,6363227768,647675205,295967661,288662617,90574110886,813949300.0
2022-10-12,24950173846,8355638578,33048616462,546926291,2920458912,1375026360,5211379224,470666876,199133108,180040402,77258060059,973810400.0
2022-10-13,44219840004,17499038202,60450860335,1124480167,4863475901,2840221578,8484435150,1059234268,466439562,438551832,141446576999,1116625200.0
2022-10-14,38452356727,13113767755,48926387475,809144930,4058420604,2184144921,8085805833,563104935,242691429,353472475,116789297084,881210300.0
2022-10-15,16192235532,6798512624,25527432092,491674298,2551998130,842401177,4552179277,349542728,182208164,215477642,57703661664,
2022-10-16,17988916650,7491625206,27428821905,563344666,2511992440,1028960255,4728210778,337167739,162246280,169766308,62411052227,
2022-10-17,27472552998,9401189650,36706571573,594844795,2980936199,1476868338,6460725744,360241999,174261450,326387947,85954580693,951222700.0
2022-10-18,30580012344,10416747806,39012357142,599934776,2885568216,1380317427,7138513519,435708572,239236218,541671174,93230067194,932599200.0
2022-10-19,22425387184,8350692785,32767030077,497761035,2645576295,1434466929,5876531933,430500856,287297160,427470399,75142714653,699543100.0
2022-10-20,24493974420,9009111996,32981854458,539795617,2679829482,1712992943,5559430612,497190070,241388629,396510394,78112078621,814484300.0
2022-10-21,32459287866,10412565245,41430999058,593811687,3250082894,1644912255,5872813337,513576018,224787600,410164043,96813000003,668448000.0
2022-10-22,16104440957,7175324564,24133042918,391459296,1929650726,884856882,3420800232,345854400,159431212,234542597,54779403784,
2022-10-23,22128794335,9909510925,31629519444,483765500,2276952462,950974305,4461506899,394201921,182523575,370198046,72787947412,
2022-10-24,30202235805,13092820173,40494105063,535946814,3031244247,1293537737,5618010118,389895509,226574582,516315604,95400685652,620033900.0
2022-10-25,47761524910,25367291294,64740988487,940035659,4523233356,1605966218,8017370284,1215554912,475512798,535291216,155182769134,621328900.0
2022-10-26,58895950537,32705548427,78294376043,1017326051,4575654708,1440473976,8959701738,761857225,1357027720,571732025,188579648450,1054624200.0
2022-10-27,49625110402,22813499245,68447928073,874526054,4234666654,1694861069,8053476085,719088729,2652784687,521052785,159636993783,920365100.0
2022-10-28,43994715910,19974623205,61718295435,1072756219,4000469292,1201992237,6685417232,618236710,3172500998,409318237,142848325475,683640200.0
2022-10-29,40369840645,21618154775,67603092351,1397370727,4594883158,1404785407,8171731809,855151911,12157642295,389648283,158562301361,
2022-10-30,31486345556,13930073427,52873524542,1451550019,3672657264,964813817,5955857683,577564479,7908593943,342556743,119163537473,
2022-10-31,45668466815,19306919714,67168423338,2168405759,5307443271,1462007947,7883853467,569992895,5814247122,357871211,155707631539,881761300.0
2022-11-01,39819303159,14507311208,56795449219,1329110451,3559235451,1273429763,7242954997,452398724,7877293443,303482226,133159968641,879817800.0
2022-11-02,55552169483,23254218281,76399032768,1411029750,6343248164,1381853436,8285948224,741360035,4675647398,596962768,178641470307,688038000.0
2022-11-03,43228750179,14248351007,61590549857,1514834239,3480226568,1086924485,7536474493,445099982,2570574344,1002654774,136704439928,721711200.0
2022-11-04,64072727950,20806964347,88078834184,1938879952,4189794922,2774226120,10226942529,909794346,2957002544,2150586683,198105753577,960620800.0
2022-11-05,37846047609,11006973190,57121137337,1231594445,2820629269,1216193223,6905540121,701622249,1907421740,1364033580,122121192763,
2022-11-06,35082693210,11632744705,51095877870,1143505730,2414704424,940815148,6180167998,495843423,1316810628,806605557,111109768693,
2022-11-07,53510852236,15279963349,72598608064,1811518274,3478168774,1592938583,9152532377,554735710,1337977256,1641348644,160958643267,718412900.0
2022-11-08,118992465607,42048003440,162734866334,5390603525,9481272661,3984776863,21100945115,1420168187,3545838435,2461758515,371160698682,959888700.0
2022-11-09,102905151606,38864492427,143975136007,3191459132,10733960295,3642933610,20146853424,1446651845,2807794508,1696088006,329410520860,529922700.0
2022-11-10,83202283721,28581002122,114807119109,2461275687,9392844548,3104223968,21213475804,1353707790,2421832556,2117545790,268655311095,769446200.0
2022-11-11,55871616488,20920539099,74933538836,1625174426,4591678573,1720205430,14105832815,595121832,1305192050,1493675055,177162574604,931267700.0
2022-11-12,29717699419,10964962767,40298138489,1189401392,2456430569,931936263,10997769691,389700815,1842469589,830459541,99618968535,
2022-11-13,27209183682,10717455214,40189889540,956106804,2374782585,1064115311,7253712643,405636157,949584216,631517870,91751984022,
2022-11-14,49630243054,15028035663,65634612428,1541330420,4017714642,2400878272,10250311528,484659345,1212678659,965406280,151165870291,732981800.0
2022-11-15,36599436183,11798011594,47859299075,1116291060,3132740778,1966568664,8032879524,312070544,640084422,675911627,112133293471,939772400.0
2022-11-16,33925512989,11939561598,45661177296,908816092,3988959847,1315104592,7336542529,279986402,712826081,471985131,106540472557,765409500.0
2022-11-17,27868914022,9723646871,37744442250,854777255,2882973153,1326199204,5758493091,238288352,461654197,457936835,87317325230,752043800.0
2022-11-18,26862218609,7979913378,34879098921,685307608,2638924708,945178987,5789797834,223268757,337485766,312611635,80653806203,844911100.0
2022-11-19,16106223492,5978745776,23288439137,551451228,2142545663,571403780,3319622761,160053174,246661551,236332792,52601479354,
2022-11-20,21313378652,9651002684,33834889406,720361905,2631891750,1156162576,7510289975,241625735,499031478,379584714,77938218875,
2022-11-21,37429485518,14080099208,54558293762,1094850661,6600804024,2153323835,9125701526,402254597,660061266,577576859,126682451256,666262800.0
2022-11-22,30726828760,12040670755,44056204568,800429058,4058680571,1363821412,8437515430,303965817,556392479,672822806,103017331656,575525600.0
2022-11-23,32958875628,11242676044,45720458651,1920236928,4043753926,1100062349,8019215464,326001398,529744394,465038908,106326063690,872545100.0
2022-11-24,26129037414,9706372376,36841695607,1219177799,3455771499,1259638131,6694921353,221490892,360326829,351857069,86240288969,418286100.0
2022-11-25,18678255976,5483308196,25728613650,949045515,2547890810,1269230070,5814018349,205372207,1022484210,238415183,61936634166,522719700.0
2022-11-26,18000008764,5074160558,25190862393,1221554861,2436483647,614794664,4877092187,206097213,902063657,229116164,58752234108,
2022-11-27,20443898509,4486976868,27588594951,793779029,2289589937,630018233,4614831258,167898046,1965264746,199630187,63180481764,
2022-11-28,27743025156,7275411870,37268352299,1154829072,2949046303,1179083829,6906132682,268746809,1375600313,293294577,86413522910,662622600.0
2022-11-29,23581685468,7639405818,31450915067,986451640,2909572697,969049648,6558827481,184241191,1352427444,223650810,75856227264,714685200.0
2022-11-30,29523576583,9836925304,37405224166,1009620336,3389698194,933343511,8863202636,272587134,1388624554,495703018,93118505436,1394738300.0
2022-12-01,22895392882,6857935276,29913541569,1433086340,2503961407,742091191,7629631366,205527704,891639200,468978303,73541785238,642843000.0
2022-12-02,19539705127,6213645709,26380777290,854253818,2490597772,778302835,6490009672,189604155,776013992,361496926,64074407296,540219900.0
2022-12-03,16217776704,5672609405,20609261957,634607105,1795238577,496500336,4321909803,228514876,632114946,224283182,50832816891,
2022-12-04,16824520830,5174128454,21649754992,633441009,1702758189,450960651,4329311363,174449332,759219556,173986591,51872530967,
2022-12-05,22209086834,6120359523,28743587598,705616866,2283841749,890179719,5878580818,202743238,1051327257,317851610,68403175212,509145400.0
2022-12-06,19889922369,5089212680,25563996757,610280514,2226009116,814317329,5581936298,162651156,534648134,235153668,60708128021,805368600.0
2022-12-07,19675404389,5752205180,25829885797,759320494,2274813216,839949038,5824640765,224226547,622336382,297194794,62099976602,727846100.0
2022-12-08,20496603770,6227269815,25868764140,646645162,2170271743,770396956,5709314843,164158396,492909327,268116222,62814450374,637244700.0
2022-12-09,20328426366,5706183865,25000886944,644239750,2120225426,693718603,5770865206,158935988,423432535,221578412,61068493095,741398100.0
2022-12-10,12706781969,3282499999,16256414916,439735200,1280687558,331624480,3896163188,95343947,242190274,152011098,38683452629,
2022-12-11,14122486832,3362005848,17036610394,496833486,1330942018,366643114,3708577437,121149579,300470314,141914043,40987633065,
2022-12-12,19617581341,5151109364,25872687355,974762447,2410188441,881038173,6514103008,180119689,749817261,236843698,62588250777,606464000.0
2022-12-13,26634741631,8812883119,37452330494,1925504273,3884992735,1137292765,10928458036,304333274,766352149,422558230,92269446706,688121300.0
2022-12-14,25534481470,7830915428,31427740393,1026628081,3151848157,893235466,7293948776,255357209,549320298,328675064,78292150342,745004400.0
2022-12-15,20964448341,6032859783,24979746073,709349174,2460794466,739736057,5440033506,221898095,412364377,243269084,62204498956,616549200.0
2022-12-16,24031608960,9297811507,31897990627,1264053277,3154403231,1061370203,6499618945,415410448,699338853,423423337,78745029388,1834745500.0
2022-12-17,14463581825,5077258586,21306704152,1196953526,2160638041,590468250,4321525257,336512356,495547979,291109286,50240299258,
2022-12-18,10924354698,3350092519,14422416298,925487110,1068964229,313888826,2744176088,178941855,256971055,179850704,34365143382,
2022-12-19,17221074814,4943628091,21820408554,751196285,2366552622,986711247,4575546070,225101432,581773249,346669175,53818661539,517840400.0
2022-12-20,22722096615,6684951715,26224288350,667866377,2562520190,932296715,5509011995,187028227,438099132,326769527,66254928843,799491300.0
2022-12-21,14882945045,4217182733,18469483242,479296549,1950566712,743732204,3745056661,204481179,349830700,187415142,45229990167,499178500.0
2022-12-22,16441573050,5297471739,20067291688,543367184,1850998745,685101342,4095404239,174290867,593083646,200780671,49949363171,402305900.0
2022-12-23,15329265213,4835831923,18370924559,388929772,1885345751,577979156,3799544918,178906111,398842519,166134842,45931704764,222853700.0
2022-12-24,9744636213,2626153345,11647419533,280627376,915340746,225391032,1966930385,90666010,165055617,100230352,27762450609,
2022-12-25,11656379938,3942720070,14856104217,298063868,1380163674,323700210,2742694443,118238326,423876257,118950074,35860891077,
2022-12-26,11886957804,3282098400,14986560291,276115280,1442718612,797909103,2891652706,151542330,248935710,146611842,36111102078,
2022-12-27,15748580239,4091530737,18554435182,391342277,1696141537,905248563,4511338382,164331309,290428818,182445576,46535822620,
2022-12-28,17005713920,4991669631,21161758512,414698978,2210122747,839617676,5136431856,209596269,496350491,203426011,52669386091,416900400.0
2022-12-29,14472237479,4132233940,18567214596,345312528,1972864413,898022518,4528743837,214425739,285144119,171915602,45588114771,351759900.0
2022-12-30,15929162910,4055668253,19162959224,342300809,1879667314,672119602,4282713395,159952057,419889739,212498103,47116931406,254135300.0
2022-12-31,11239186456,3018513333,13466542553,307551853,1329559200,337167278,2690117726,144122815,289371049,119298994,32941431257,
2023-01-01,9244361700,2399674550,11344984018,278651737,1197927576,290828851,2236386722,113369989,185279750,106486711,27397951604,
2023-01-02,12097775227,3765758498,16348780894,357733262,1562545140,1325787126,3472526101,159328803,405800240,194853754,39690889045,
2023-01-03,13903079207,3392972131,18233713873,377452410,2006189065,811872325,4000802165,153555529,283398864,171447001,43334482570,914070400.0
2023-01-04,18421743322,6404416893,24715975399,632924961,2402538600,803671745,5848512182,289945179,343264145,304446233,60167438659,753877000.0
2023-01-05,13692758566,4001786456,19334292777,342934041,2080129330,669029812,4390715813,175511469,424927580,195814324,45307900168,883850800.0
2023-01-06,14413662913,4977252792,20350836697,417893264,2361812755,741263420,5219509726,326480796,306914647,217674581,49333301591,813538800.0
2023-01-07,7714767174,2565213548,11626878301,327712514,1570732742,334559534,2321828768,166488086,173703551,165603125,26967487343,
2023-01-08,9768827914,3495088905,14853747515,491734030,1788498969,515669684,3070320860,391160515,246133445,221262875,34842444712,
2023-01-09,18624736866,7990438824,31331363115,783671054,3646138496,1420062936,7449659964,957174794,853703837,465942706,73522892592,847858600.0
2023-01-10,15808338949,5830173253,23843949758,470259383,2630571530,815342810,5716619108,415469645,492952309,250740721,56274417466,933139900.0
2023-01-11,18372283782,6314904311,25576360686,466458216,2801305360,1498360174,6484461952,323983138,394318759,302396705,62534833083,1041280000.0
2023-01-12,34971338710,12230193038,41556485542,655903255,4571366092,1226464922,11090304091,497343610,706796194,577693595,108083889049,738395600.0
2023-01-13,29225029694,7684148212,35704375577,561853825,3509707746,990539135,9302227884,365604016,575039277,378692489,88297217855,754267100.0
2023-01-14,38967784639,15444626014,53708266585,1087358891,4297415658,1601102466,13600786556,747126617,1101070507,978285806,131533823739,
2023-01-15,19298407543,6774614499,30028224816,562889882,2635965361,829206058,7356561754,358086150,501123418,418050492,68763129973,
2023-01-16,26792494050,8454485431,35957366329,602126315,2899726940,1454332113,8997658789,398812791,537067710,688279193,86782349661,662559400.0
2023-01-17,24999983362,7599462786,32250868598,529752305,2965132328,1025137174,8569004353,296246243,366437449,448317117,79050341715,992753700.0
2023-01-18,30005625418,10354880595,40496222408,844268123,4209476194,1484076132,10437553279,461982437,1094371447,547193065,99935649098,963849600.0
2023-01-19,21152848261,6432638856,25966707878,431382130,3098920631,1108881766,7315787461,252071129,337970684,330694966,66427903762,732044900.0
2023-01-20,28799154319,8528894754,33794858528,669836014,3444375885,1053958522,10362083244,365358670,444441989,435529192,87898491117,801110300.0
2023-01-21,32442278429,8859250310,40470629184,755028964,3742948234,1037235129,11570534939,609231750,716057148,532015699,100735209786,
2023-01-22,24746386230,7517988734,32852491605,571771274,3227947507,780764704,9123656886,604497889,794717541,461378414,80681600784,
2023-01-23,26518700512,8264507375,35271449760,520678637,3419783936,1980513812,10191369522,526544110,661273714,408263988,87763085366,562127700.0
2023-01-24,26405069715,8180274691,34777970359,887528741,3576076257,1265360172,9652102211,382547334,559881331,508536624,86195347435,754271900.0
2023-01-25,30685366709,10598973448,39242817276,667706772,4154869647,1104907019,11236079383,396421939,542521010,463858684,99093521887,717266400.0
2023-01-26,26357839322,8395315241,34910787321,540954388,3258930502,892174687,9758697608,481117555,424196515,983939566,86003952705,828610300.0
2023-01-27,25383335641,8124465373,34658058512,484897937,3615689955,813986938,9836689611,360985598,400056534,1013090701,84691256800,709941200.0
2023-01-28,14712928379,5803653357,23967491540,434715822,2554816547,508978347,5914540244,354272484,642333816,624675428,55518405964,
2023-01-29,27423687259,8801292300,33570913369,664644693,2963258500,566580331,9746561339,328417772,458157342,629748131,85153261036,
2023-01-30,27205595568,9180418120,37178895589,630938594,3562976035,1240049824,10428612037,398952288,787132771,602563770,91216134596,1123538000.0
2023-01-31,22837828665,6585191019,31416134222,487472184,2960609713,1026848071,8063170961,466045236,1542889216,418321993,75804511280,838335600.0
2023-02-01,26683255504,8116969489,36688644471,616638893,3454788463,1066789793,9542750777,488339901,1110308356,641029088,88409514735,924663100.0
2023-02-02,32066936882,10558081069,43575657052,909077028,4233203635,996287377,11725436616,551818110,776556390,832824008,106225878167,726760200.0
2023-02-03,27083066007,8169519805,36792033814,861598551,3432403396,848078651,10396860694,379100047,548668917,696790458,89208120340,713859100.0
2023-02-04,15639298538,5843302512,24493083193,440935963,2476218901,583121354,6427553818,264897945,1071858301,531020758,57771291283,
2023-02-05,19564262605,6926696531,30313569702,662969265,2929555475,758068911,8511186142,340587829,753364305,562393241,71322654006,
2023-02-06,23825006542,6919871886,32088027094,521894604,3098238993,950972502,8930395812,343275735,488311044,438369543,77604363755,665926500.0
2023-02-07,27187964471,8030277434,39183502892,521804212,3694028407,1015414418,10335606338,371684529,512569389,577383745,91430235835,777311900.0
2023-02-08,25371367758,7806089579,39133872723,515127902,3602936283,853007396,9820990205,356894107,462925887,947174326,88870386166,587150400.0
2023-02-09,32572572185,10524969124,47895876169,778492045,4476731490,1488178634,13062333376,486448326,819008026,1272709220,113377318595,1061015400.0
2023-02-10,27078406594,8397387897,37581182134,492880078,3672886124,877457864,10690053118,357711042,516764147,1009957719,90674686717,974265500.0
2023-02-11,16356226232,5064007416,22803314101,348569462,2420063116,436697705,6536126788,224047056,244141279,452302092,54885495247,
2023-02-12,17821046406,5319698775,24662650244,520994815,2523403098,492457255,6465453371,241295741,448723137,543445136,59039167978,
2023-02-13,23918742607,9363855114,41054083637,1322505522,4929525447,1129015396,13149065983,368832511,752090969,748185120,96735902306,570125100.0
2023-02-14,26792596581,9249575045,40374822815,662196432,4219254344,1022310518,9965831170,476431370,427664094,770359563,93961041932,697856100.0
2023-02-15,25267388416,7564400640,36875919360,519532384,3673277440,940835584,8016676352,418616256,719007424,528256224,84523910080,0.0
